PLAYER_NAME,ID,diff
Chuma Okeke,377,-0.07465729220689654
Steve Nash,94,-0.07465385027033554
Sean Kilpatrick,1302,-0.07459078362486851
Brice Johnson,49,-0.07454383310689228
Jared Sullinger,2382,-0.07433680311735122
Ky Bowman,321,-0.07431068609619938
Gian Clavell,18,-0.07347132868388795
Aaron Nesmith,215,-0.07331393174717533
Mario Hezonja,2017,-0.0732922508881747
Talen Horton-Tucker,570,-0.07280117077220384
Gerald Wallace,259,-0.07267739871942508
Garrett Temple,3213,-0.07140790028224721
Alex Caruso,977,-0.07136309158035381
Shane Larkin,1220,-0.07089999989703591
Kyle Singler,1341,-0.07081591350667163
James Ennis III,1957,-0.06997992073202598
Donald Sloan,790,-0.06979741213811515
Wesley Johnson,2469,-0.06944723382145962
Rajon Rondo,3778,-0.06920468487117593
Travis Wear,273,-0.06898549436877491
Spencer Dinwiddie,3358,-0.0687577458912163
Trent Forrest,79,-0.06846460032651527
Xavier Munford,83,-0.06734276144230335
Rodney McGruder,1242,-0.06694212493098241
Maurice Harkless,2811,-0.06683542330590884
Saddiq Bey,883,-0.06649514556012817
Lonnie Walker IV,1161,-0.06648376292189649
Derrick Jones Jr.,1191,-0.06642361359268378
Dion Waiters,4217,-0.06634233673134954
Aaron Gordon,4930,-0.06615063018736415
Wayne Selden,810,-0.06494621732973596
Donte DiVincenzo,1233,-0.06492078295279671
Jae Crowder,4888,-0.0647835814745337
Markelle Fultz,1139,-0.06462828756036824
Alen Smailagic,67,-0.06445851490595801
Cole Anthony,792,-0.06439341487369599
Jordan McLaughlin,447,-0.0642791928913748
Danuel House Jr.,1229,-0.06392414941971288
Elijah Bryant,13,-0.06362100753140973
Caris LeVert,3250,-0.06345845731193207
Kelan Martin,375,-0.06331160912747336
Abdel Nader,767,-0.06267392784536678
Thabo Sefolosha,1750,-0.06265367768686463
Shabazz Napier,2025,-0.06223928287726886
Sasha Kaun,15,-0.06212298175330189
Oshae Brissett,217,-0.061984605244461415
Austin Rivers,4349,-0.06196938590783575
Jarred Vanderbilt,322,-0.061808836194988434
David Nwaba,1106,-0.06153551634936789
AJ Hammons,42,-0.06124867568008238
Jabari Brown,156,-0.06109683821913544
Joffrey Lauvergne,991,-0.06098484469981253
Toure' Murry,130,-0.06081006087548292
Sterling Brown,1144,-0.060614328401501834
Taurean Prince,2958,-0.06058221579926106
Javonte Green,292,-0.06042848400917006
Raymond Felton,2430,-0.06042072353477986
Justin Holiday,3771,-0.05955619385742124
Torrey Craig,1064,-0.05868253311655599
Aron Baynes,2460,-0.05864166211166398
Freddie Gillespie,80,-0.05860602756049264
Alan Anderson,1008,-0.058203129927793334
Drew Gooden,504,-0.05815594856836121
Jevon Carter,700,-0.0581531670162454
AJ Price,183,-0.05797302408004885
Moritz Wagner,713,-0.057896954551365044
Delon Wright,2146,-0.057710559396958606
Russell Westbrook,11332,-0.057689256737363026
Emanuel Terry,7,-0.05742212937441112
Matthew Dellavedova,2227,-0.057106749939586726
Grant Williams,531,-0.05702404820630016
Robert Sacre,639,-0.05692343832558044
Malik Monk,2001,-0.056822987325677594
Kenyon Martin,136,-0.056814205803466473
Robert Covington,4694,-0.05672498424756596
Marcelo Huertas,288,-0.05670088836177541
Quincy Acy,1210,-0.05645671303939092
Jerami Grant,4263,-0.055699212574217775
Nick Collison,623,-0.05517145468777132
Ben McLemore,3671,-0.054904932770986785
Juwan Morgan,56,-0.05474524388827705
Ekpe Udoh,344,-0.05471169101432325
Rodney Stuckey,2219,-0.054703228429056554
Malik Fitts,3,-0.05445698659650063
